,Ratings,Reviews,Price,split_source,Discount_Ratio,Edition_Year_Freq,Vintage_Count,Fraction_Author_BookCategory,Fraction_Author_Genre,Overall_Author_Rating,Total_Books_Per_Author,"Genre_Arts History, Theory & Criticism (Books)",Genre_Asian History,Genre_Biographies & Autobiographies (Books),Genre_Cinema & Broadcast (Books),Genre_Comics,Genre_Comics & Graphic Novels (Books),Genre_Comics & Mangas (Books),Genre_Computer Science Books,Genre_Contemporary Fiction (Books),"Genre_Crime, Thriller & Mystery (Books)",Genre_Design,Genre_Dictionaries,Genre_Encyclopaedias & Reference Works (Books),Genre_Government (Books),"Genre_Handicrafts, Decorative Arts & Crafts (Books)",Genre_Healthy Living & Wellness (Books),Genre_Humour (Books),Genre_Indian Writing (Books),Genre_Language Learning & Teaching (Books),"Genre_Language, Linguistics & Writing (Books)",Genre_Linguistics (Books),Genre_Mangas,Genre_Music Books,Genre_Others,Genre_Romance (Books),Genre_Software & Business Applications (Books),Genre_Sports Training & Coaching (Books),Genre_True Accounts (Books),Genre_Writing Guides (Books),"BookCategory_Arts, Film & Photography","BookCategory_Biographies, Diaries & True Accounts",BookCategory_Comics & Mangas,"BookCategory_Computing, Internet & Digital Media","BookCategory_Crime, Thriller & Mystery",BookCategory_Humour,"BookCategory_Language, Linguistics & Writing",BookCategory_Politics,BookCategory_Romance,BookCategory_Sports,Book_Type_Mass Market Paperback,Book_Type_Others,Book_Type_Paperback
88,5.0,6,400.0,0,0.0,0.13158907272027703,1,0.16285452881976212,0.0022872827081427266,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
89,3.7,3,433.0,0,0.0,0.05848403232012313,0,0.15416285452881975,0.01303751143641354,0.7400000000000001,0.00014734050390452334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,4.8,7,1477.0,0,0.0,0.08221110683596256,4,0.1354071363220494,0.10041171088746569,0.96,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2.6,7,499.0,0,0.0,0.11940489932025138,2,0.13494967978042086,0.019441903019213176,0.52,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92,4.9,12,262.0,0,0.0,0.11940489932025138,2,0.1354071363220494,0.013266239707227814,0.8400000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
93,4.1,171,2846.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.0013723696248856359,0.82,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94,5.0,13,150.0,0,0.0,0.05848403232012313,0,0.15416285452881975,0.10041171088746569,0.9294117647058826,0.002504788566376897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,4.0,2,350.0,0,0.0,0.00012825445684237527,50,0.14089661482159194,0.00022872827081427266,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
96,3.5,2,434.0,0,0.0,0.05848403232012313,0,0.15416285452881975,0.0054894784995425435,0.7000000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
97,4.5,9,423.24,0,0.0,0.017186097216878287,12,0.13494967978042086,0.018298261665141813,0.9,0.00014734050390452334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
98,5.0,2,449.0,0,0.0,0.04591509554957035,8,0.14501372369624885,0.006404391582799634,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99,3.2,7,510.0,0,0.0,0.1068359625496986,3,0.16285452881976212,0.0022872827081427266,0.6400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
100,4.6,399,93.0,0,0.0,0.13158907272027703,1,0.15324794144556267,0.020128087831655993,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
101,5.0,1,479.0,0,0.0,0.06515326407592664,5,0.14089661482159194,0.07159194876486734,0.9162499999999998,0.004714896124944747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,4.0,7,115.0,0,0.0,0.02988328844427344,10,0.15324794144556267,0.11527904849039342,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
103,4.5,42,319.0,0,0.0,0.05848403232012313,0,0.1914455626715462,0.07479414455626715,0.8486746987951812,0.012229261824075438,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
104,4.0,2,74.0,0,0.0,0.1068359625496986,3,0.16285452881976212,0.0018298261665141812,0.8509677419354841,0.009135111242080447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,2.8,2,399.0,0,0.0,0.11940489932025138,2,0.14501372369624885,0.006404391582799634,0.5599999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
106,5.0,2,3242.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.00434583714547118,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,4.2,142,324.35,0,0.0,0.11940489932025138,2,0.15324794144556267,0.11527904849039342,0.8400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
108,3.4,4,555.0,0,0.0,0.060151340259074,6,0.1354071363220494,0.0034309240622140895,0.8854545454545456,0.0016207455429497568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
109,2.9,10,302.0,0,0.0,0.01385148133897653,15,0.15416285452881975,0.0029734675205855443,0.58,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110,3.9,62,200.0,0,0.0,0.06515326407592664,5,0.15416285452881975,0.020128087831655993,0.8400000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
111,4.1,3,212.0,0,0.0,0.01385148133897653,15,0.1354071363220494,0.10041171088746569,0.82,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
112,5.0,1,685.0,0,0.0,0.05848403232012313,0,0.15667886550777677,0.04871912168344007,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
113,5.0,1,427.0,0,0.0,0.13158907272027703,1,0.1354071363220494,0.0006861848124428179,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
114,4.5,15,1099.0,0,0.0,0.03988713607797871,9,0.13494967978042086,0.023559011893870083,0.81,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
115,5.0,5,1453.0,0,0.0,0.08221110683596256,4,0.1354071363220494,0.018526989935956084,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
116,4.8,6,190.0,0,0.0,0.1068359625496986,3,0.19510521500457456,0.219807868252516,0.9866666666666668,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,4.7,11,336.0,0,0.18452380952380953,0.010260356547390022,18,0.14089661482159194,0.0052607502287282705,0.9400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
118,4.7,20,647.0,0,0.0,0.003334615877901757,26,0.13494967978042086,0.014181152790484904,0.9086956521739131,0.0033888315898040373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
119,4.7,4,320.0,0,0.0,0.1068359625496986,3,0.14089661482159194,0.023559011893870083,0.9400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
120,5.0,1,899.0,0,0.0,0.02988328844427344,10,0.13494967978042086,0.0052607502287282705,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
121,4.3,839,235.0,0,0.0,0.06515326407592664,5,0.1914455626715462,0.219807868252516,0.8700000000000001,0.0017680860468542803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
122,3.9,47,260.0,0,0.0,0.08221110683596256,4,0.15416285452881975,0.10041171088746569,0.8,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
123,3.5,5,620.0,0,0.0,0.13158907272027703,1,0.19510521500457456,0.219807868252516,0.7000000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,4.0,1,599.0,0,0.0,0.1068359625496986,3,0.16285452881976212,0.022186642268984445,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
125,4.3,3,449.0,0,0.0,0.08221110683596256,4,0.1354071363220494,0.018069533394327538,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
126,4.4,18,837.0,0,0.0,0.060151340259074,6,0.08508691674290943,0.017612076852698992,0.8800000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
127,5.0,1,1879.0,0,0.0,0.010645119917917148,17,0.15667886550777677,0.04871912168344007,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,4.3,165,547.0,0,0.0,0.010645119917917148,19,0.08508691674290943,0.0034309240622140895,0.8666666666666667,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
129,3.7,30,199.0,0,0.0,0.060151340259074,6,0.14089661482159194,0.010978956999085087,0.77,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130,3.3,7,549.0,0,0.0,0.04591509554957035,8,0.16285452881976212,0.01715462031107045,0.66,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
131,4.2,5,1059.0,0,0.0,0.11940489932025138,2,0.13494967978042086,0.03133577310155535,0.7928571428571429,0.002062767054663327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
132,4.2,53,374.0,0,0.0,0.08221110683596256,4,0.08508691674290943,0.0011436413540713633,0.77,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
133,3.7,3,624.0,0,0.0,0.026163909195844555,11,0.15667886550777677,0.0029734675205855443,0.885,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
134,4.0,2,1045.0,0,0.0,0.02988328844427344,10,0.13494967978042086,0.00022872827081427266,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
135,5.0,1,1625.0,0,0.0,0.02988328844427344,10,0.13494967978042086,0.0004574565416285453,0.9500000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,4.5,6,815.0,0,0.0,0.006925740669488265,20,0.15416285452881975,0.0011436413540713633,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
138,4.5,10,614.0,0,0.0,0.060151340259074,6,0.1354071363220494,0.006404391582799634,0.8854545454545456,0.0016207455429497568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
139,4.6,14,180.0,0,0.0,0.05848403232012313,0,0.14089661482159194,0.0004574565416285453,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140,4.8,77,397.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.0013723696248856359,0.96,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
141,4.3,16,155.0,0,0.0,0.11940489932025138,2,0.13494967978042086,0.019441903019213176,0.877,0.002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
142,4.0,33,303.0,0,0.0,0.1068359625496986,3,0.15416285452881975,0.0016010978956999085,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
143,4.5,35,459.0,0,0.0,0.08221110683596256,4,0.14501372369624885,0.008005489478499543,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
145,4.6,3,1179.99,0,0.0,0.13158907272027703,1,0.19510521500457456,0.0029734675205855443,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,3.7,4,774.0,0,0.0,0.1068359625496986,3,0.15667886550777677,0.015096065873741994,0.7400000000000001,0.00014734050390452334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
147,5.0,6,3859.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.00869167429094236,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148,5.0,8,209.0,0,0.0,0.05848403232012313,0,0.1914455626715462,0.018755718206770355,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
149,4.8,10,1600.0,0,0.0,0.0471976401179941,7,0.14501372369624885,0.008005489478499543,0.96,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
150,4.5,2,372.0,0,0.0,0.13158907272027703,1,0.1914455626715462,0.07479414455626715,0.7678947368421055,0.0055989391483718875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
151,5.0,1,2964.0,0,0.0,0.02988328844427344,10,0.14501372369624885,0.009377859103385178,0.97,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
152,3.9,9,325.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.010521500457456541,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
153,5.0,6,449.0,0,0.0,0.01795562395793254,13,0.14089661482159194,0.07159194876486734,0.9162499999999998,0.004714896124944747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154,4.6,54,330.0,0,0.0,0.13158907272027703,1,0.08508691674290943,0.0018298261665141812,0.9199999999999999,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,5.0,1,450.0,0,0.0,0.05848403232012313,0,0.08508691674290943,0.017612076852698992,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
156,5.0,2,1029.0,0,0.0,0.04591509554957035,8,0.14089661482159194,0.0036596523330283625,0.9300000000000002,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157,3.7,6,375.0,0,0.0,0.03988713607797871,9,0.14089661482159194,0.05192131747483989,0.7400000000000001,0.0002946810078090467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
158,4.0,1,720.0,0,0.0,0.015262280364242658,16,0.16285452881976212,0.01715462031107045,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
159,4.3,35,395.0,0,0.0,0.015262280364242658,16,0.15324794144556267,0.01120768526989936,0.8300000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
160,4.9,13,184.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.009149130832570906,0.8486746987951812,0.012229261824075438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
161,3.8,13,283.0,0,0.0353356890459364,0.00487366936001026,27,0.14089661482159194,0.014181152790484904,0.9086956521739131,0.0033888315898040373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
162,3.0,1,449.0,0,0.0,0.13158907272027703,1,0.14089661482159194,0.10041171088746569,0.71,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,4.3,28,299.0,0,0.0,0.11940489932025138,2,0.15416285452881975,0.0029734675205855443,0.9,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
164,3.7,7,299.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.07159194876486734,0.7066666666666667,0.0004420215117135701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
165,4.5,2,270.0,0,0.0,0.005001923816852636,23,0.1354071363220494,0.018069533394327538,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
166,4.5,2,61.0,0,0.0,0.02988328844427344,10,0.16285452881976212,0.016010978956999086,0.8509677419354841,0.009135111242080447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,3.7,23,184.0,0,0.0,0.13158907272027703,1,0.1914455626715462,0.07479414455626715,0.7983999999999999,0.003683512597613084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
168,4.2,50,70.0,0,0.0,0.13158907272027703,1,0.15324794144556267,0.11527904849039342,0.8400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
169,5.0,2,418.0,0,0.0,0.06515326407592664,5,0.19510521500457456,0.219807868252516,0.9066666666666668,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,4.7,4,395.0,0,0.0,0.13158907272027703,1,0.1354071363220494,0.10041171088746569,0.9366666666666668,0.0008840430234271402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
171,4.0,197,179.0,0,0.0,0.04591509554957035,8,0.16285452881976212,0.0004574565416285453,0.8266666666666668,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
172,5.0,2,782.0,0,0.0,0.02988328844427344,10,0.15667886550777677,0.04871912168344007,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
173,3.5,4,475.44,0,0.0,0.010645119917917148,19,0.16285452881976212,0.006404391582799634,0.7000000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
174,4.0,30,403.0,0,0.004962779156327543,0.0471976401179941,7,0.14089661482159194,0.10041171088746569,0.8,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
175,5.0,1,359.0,0,0.0,0.0471976401179941,7,0.15324794144556267,0.11527904849039342,0.884,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
176,3.9,26,114.0,0,0.0,0.0017955623957932538,37,0.1914455626715462,0.0029734675205855443,0.7933333333333334,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
177,4.7,5,639.0,0,0.0,0.06515326407592664,5,0.15667886550777677,0.04871912168344007,0.8799999999999999,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
178,4.4,3,247.0,0,0.0,0.060151340259074,6,0.1914455626715462,0.07159194876486734,0.8800000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
